Title,Type_ID,Genre_ID,Year,IMDB_Score,Netflix_Original,Main_Genre,Mapped_Genre_ID,Mapped_Type_ID
"""All About My Wife""",movie,"Comedy, Romance",1963,6.2,False,Comedy,23,0.0
"""John Lennon: Love Is All You Need""",movie,"Action, Comedy, Crime",2012,8.2,False,Action,1,0.0
"""A Less Bad World""",movie,"Action, Crime, Thriller",2012,3.1,False,Action,1,0.0
"""Noose for a Lady""",movie,Drama,2006,6.7,False,Drama,35,0.0
"""Time Is My Enemy""",movie,"Drama, Mystery",2001,6.8,False,Drama,35,0.0
"""The Sweeney""",movie,"Comedy, War",1975,4.6,False,Comedy,23,0.0
"""Wicked Duchess""",movie,"Animation, Family",1995,7.0,False,Animation,12,0.0
"""Sugar Times""",movie,"Adventure, Comedy, Romance",1967,5.0,False,Adventure,8,0.0
"""Dragon Ball: Mystical Adventure""",movie,"Comedy, Documentary, Family",2011,7.0,False,Comedy,23,0.0
"""Semi-Soet""",movie,"Drama, Romance",2005,5.4,False,Drama,35,0.0
"""Ghost Ship""",movie,"Drama, Romance, Thriller",1950,7.0,False,Drama,35,0.0
"""Bujjigaadu: Made in Chennai""",movie,"Biography, Drama, Romance",2013,5.6,False,Biography,16,0.0
"""Crayon Shin-chan: Fierceness That Invites Storm! The Battle of the Warring States""",movie,"Action, Crime, Drama",1992,5.9,False,Action,1,0.0
"""Keriyon Shin-chan: Oh, I'm Sorry!""",movie,Drama,1997,6.6,False,Drama,35,0.0
"""The Millennial Bee""",movie,"Drama, Romance",2012,6.6,False,Drama,35,0.0
"""White House Down""",movie,Drama,1969,6.3,False,Drama,35,0.0
"""Olympus Has Fallen""",movie,"Action, Crime, Thriller",2013,6.2,False,Action,1,0.0
"""Crayon Shinchan Super Dimension the Storm Called My Bride""",movie,"Action, Adventure, Drama",2014,7.6,False,Action,1,0.0
"""Arjun: The Warrior Prince""",movie,"Crime, Drama",1961,6.4,False,Crime,29,0.0
"""The Deal""",movie,"Comedy, Crime",1964,5.4,False,Comedy,23,0.0
"""Nurse on Wheels""",movie,"Drama, Family",1953,7.1,False,Drama,35,0.0
"""Gangs of Wasseypur""",movie,"Action, Comedy",2011,5.8,False,Action,1,0.0
"""Department""",movie,Family,2006,4.4,False,Family,37,0.0
"""Northern Light""",movie,"Drama, Romance",1957,7.3,False,Drama,35,0.0
"""With Great Joy""",movie,Drama,1986,6.3,False,Drama,35,0.0
"""Operation Lady Marlene""",movie,"Action, Adventure, Family",2014,4.9,False,Action,1,0.0
"""The Princess and the Pirate: Sandokan the TV Movie""",movie,"Crime, Drama",1953,6.6,False,Crime,29,0.0
"""The Blonde from Peking""",movie,"Comedy, Romance",2000,4.6,False,Comedy,23,0.0
"""The Lifeguard""",movie,Drama,1999,6.6,False,Drama,35,0.0
"""Blossom Again""",movie,"Horror, Thriller",2012,5.5,False,Horror,50,0.0
"""The Great Manhunt""",movie,"Action, Comedy, Crime",1997,6.4,False,Action,1,0.0
"""Fantaghiro: Quest for the Quorum""",movie,"Crime, Drama, Mystery",1959,5.7,False,Crime,29,0.0
"""The Tiny Little World of David The Gnome""",movie,"Drama, Sci-Fi, Thriller",2009,5.1,False,Drama,35,0.0
"""Diana""",movie,"Crime, Drama, Thriller",1994,5.8,False,Crime,29,0.0
"""Casino Tycoon""",movie,"Comedy, Drama, Family",2006,7.3,False,Comedy,23,0.0
"""Lifeline""",movie,Comedy,2010,4.3,False,Comedy,23,0.0
"""A Muse""",movie,Comedy,1991,6.6,False,Comedy,23,0.0
"""A Touch of Love""",movie,Romance,2003,6.6,False,Romance,73,0.0
"""Parker""",movie,"Comedy, Drama, Family",2012,7.1,False,Comedy,23,0.0
"""Dawn of the Planet of the Apes""",movie,"Drama, Sci-Fi, Thriller",2012,6.3,False,Drama,35,0.0
"""Pojken i trädet""",movie,"Drama, Romance, War",2012,7.3,False,Drama,35,0.0
"""Crooks in Cloisters""",movie,"Adventure, Animation, Comedy",2012,5.9,False,Adventure,8,0.0
"""The Great Adventure""",movie,"Drama, Family",2003,5.9,False,Drama,35,0.0
"""Fist of Dragon""",movie,Drama,2011,6.1,False,Drama,35,0.0
"""The Junior Olsen Gang at the Circus""",movie,"Comedy, Crime, Thriller",2012,6.4,False,Comedy,23,0.0
"""Woman in a Dressing Gown""",movie,"Comedy, Drama, Music",2012,6.8,False,Comedy,23,0.0
"""The Serpent's Way""",movie,"Action, Adventure, Sci-Fi",2016,5.6,False,Action,1,0.0
"""The Monkey King: Havoc in Heaven's Palace""",movie,"Drama, Mystery, Thriller",2012,7.3,False,Drama,35,0.0
"""The Heart of the Matter""",movie,"Action, History",2012,5.8,False,Action,1,0.0
"""Clams and Mussels""",movie,"Crime, Drama",1982,7.2,False,Crime,29,0.0
"""No One Writes to the Colonel""",movie,"Comedy, Drama",2012,6.7,False,Comedy,23,0.0
"""Childish Games""",movie,"Crime, Drama, Thriller",2012,5.3,False,Crime,29,0.0
"""No. 3""",movie,"Drama, Romance",2012,6.7,False,Drama,35,0.0
"""Model for Murder""",movie,"Drama, History, Romance",2012,6.0,False,Drama,35,0.0
"""The Childhood of Icarus""",movie,"Crime, Drama",1988,6.8,False,Crime,29,0.0
"""L'ange noir""",movie,"Drama, Mystery, Romance",1997,5.7,False,Drama,35,0.0
"""Mukhsin""",movie,"Action, Crime, Thriller",2012,5.7,False,Action,1,0.0
"""Desechos""",movie,"Comedy, Crime, Thriller",1970,6.4,False,Comedy,23,0.0
"""The Tank Battalion""",movie,Drama,1968,6.8,False,Drama,35,0.0
"""Fake""",movie,"Comedy, Romance",1962,6.4,False,Comedy,23,0.0
"""Always: Sunset on Third Street '64""",movie,"Action, Crime, Drama",2012,4.7,False,Action,1,0.0
"""Deranged""",movie,"Comedy, Drama, Fantasy",2013,7.8,False,Comedy,23,0.0
"""Twice Born""",movie,Drama,2012,5.9,False,Drama,35,0.0
"""Tad: The Lost Explorer""",movie,"Action, Adventure, Fantasy",2013,5.8,False,Action,1,0.0
"""Misa mi""",movie,"Biography, Documentary, History",2012,7.9,False,Biography,16,0.0
"""Las olas""",movie,Drama,1982,7.3,False,Drama,35,0.0
"""Stand Up Guys""",movie,"Drama, Romance, War",2011,6.6,False,Drama,35,0.0
"""Quartet""",movie,"Biography, Crime, Documentary",2012,8.2,False,Biography,16,0.0
"""Assassin's Creed""",movie,"Action, Comedy, Crime",2012,6.8,False,Action,1,0.0
"""In the House""",movie,Comedy,1983,4.9,False,Comedy,23,0.0
"""The Last Supper""",movie,"Action, Drama, Romance",2012,5.9,False,Action,1,0.0
"""Big Shots""",movie,"Action, Comedy",1985,6.6,False,Action,1,0.0
"""It Was the Son""",movie,"Action, Comedy",1988,3.8,False,Action,1,0.0
"""Spring Breakers""",movie,"Action, Comedy, Romance",2012,5.8,False,Action,1,0.0
"""Fill the Void""",movie,"Action, Adventure, Sci-Fi",2014,6.4,False,Action,1,0.0
"""The Concubine""",movie,Drama,1977,5.8,False,Drama,35,0.0
"""Mapantsula""",movie,Crime,1986,6.3,False,Crime,29,0.0
"""La novia de medianoche""",movie,"Comedy, Family, Musical",1969,5.1,False,Comedy,23,0.0
"""The Lookout""",movie,"Comedy, Romance",1998,7.0,False,Comedy,23,0.0
"""Entertaining Mr Sloane""",movie,"Comedy, Crime, Drama",1992,5.6,False,Comedy,23,0.0
"""Who Saw Him Die?""",movie,Family,2008,5.7,False,Family,37,0.0
"""The Swingin' Maiden""",movie,Drama,2007,7.3,False,Drama,35,0.0
"""Freelancers""",movie,"Comedy, Crime, Mystery",2012,4.4,False,Comedy,23,0.0
"""About Time""",movie,"Drama, Fantasy",2009,5.8,False,Drama,35,0.0
"""Ma bonne étoile""",movie,"Crime, Drama",1935,5.9,False,Crime,29,0.0
"""The Mortal Instruments: City of Bones""",movie,"Comedy, Musical",1975,5.6,False,Comedy,23,0.0
"""A World Not Ours""",movie,"Comedy, Drama, Romance",2012,6.5,False,Comedy,23,0.0
"""An Egyptian Story""",movie,Action,2012,4.4,False,Action,1,0.0
"""Habibi Rasak Kharban""",movie,"Drama, History, Thriller",2011,6.9,False,Drama,35,0.0
"""The Act of Killing""",movie,"Adventure, Animation, Comedy",2012,7.8,False,Adventure,8,0.0
"""The Thieves""",movie,Drama,2012,6.7,False,Drama,35,0.0
"""The Devil and Holy Water""",movie,"Adventure, Comedy, Family",1999,5.1,False,Adventure,8,0.0
"""Soar Into the Sun""",movie,"Crime, Drama, Mystery",1963,6.1,False,Crime,29,0.0
"""Be-bop High School""",movie,Drama,2012,5.4,False,Drama,35,0.0
"""Bee Bop highschool: Koko yotaro ondo""",movie,"Crime, Drama, Mystery",1955,5.8,False,Crime,29,0.0
"""Runway Cop""",movie,"Action, Adventure, Animation",2013,7.1,False,Action,1,0.0
"""Godzilla""",movie,"Animation, Comedy, Family",1998,5.9,False,Animation,12,0.0
"""Bang!""",movie,"Comedy, Romance",2005,6.7,False,Comedy,23,0.0
"""Yakuza Ladies""",movie,"Comedy, Crime, Romance",1998,5.0,False,Comedy,23,0.0
"""Zum zum zum - La canzone che mi passa per la testa""",movie,"Comedy, Romance",1999,5.6,False,Comedy,23,0.0
"""Art Museum by the Zoo""",movie,"Action, Comedy, Crime",1997,4.8,False,Action,1,0.0
"""Casino Tycoon II""",movie,"Adventure, Animation, Comedy",2002,5.0,False,Adventure,8,0.0
"""SOS: Summer of Suspense""",movie,"Comedy, Drama",2000,6.1,False,Comedy,23,0.0
"""A Tale of Mari and Three Puppies""",movie,"Horror, Thriller",2002,4.0,False,Horror,50,0.0
"""Associés contre le crime: L'oeuf d'Ambroise""",movie,"Comedy, Romance",2003,5.7,False,Comedy,23,0.0
"""Stigmata""",movie,"Comedy, Drama",2012,4.8,False,Comedy,23,0.0
"""Maria Marten, or the Murder in the Red Barn""",movie,"Action, Crime, Thriller",2012,5.5,False,Action,1,0.0
"""Chobizenesse""",movie,"Comedy, Drama, Romance",2012,8.1,False,Comedy,23,0.0
"""Love Is All You Need""",movie,"Action, Adventure, Drama",2012,7.4,False,Action,1,0.0
"""Last Flight to Abuja""",movie,Horror,2007,5.5,False,Horror,50,0.0
"""Dirty Hearts""",movie,"Drama, Horror, Thriller",2004,6.4,False,Drama,35,0.0
"""Ernest & Celestine""",movie,Comedy,1977,4.5,False,Comedy,23,0.0
"""The Pirogue""",movie,"Drama, Thriller",2012,7.1,False,Drama,35,0.0
"""Gangs of Wasseypur - Part 2""",movie,Drama,2012,5.8,False,Drama,35,0.0
"""The Son of Français""",movie,"Action, Comedy",2002,6.2,False,Action,1,0.0
"""The Man Who Finally Died""",movie,Documentary,2012,7.5,False,Documentary,34,0.0
"""Dead Europe""",movie,"Drama, Fantasy, Romance",2012,7.2,False,Drama,35,0.0
"""They Can't Hang Me""",movie,Drama,2012,6.6,False,Drama,35,0.0
"""Dragon Ball Z: Battle of Gods""",movie,"Adventure, Animation, Drama",2012,5.5,False,Adventure,8,0.0
"""Dibu 2: La venganza de Nasty""",movie,"Adventure, Animation, Comedy",2008,5.4,False,Adventure,8,0.0
"""Yam yasothon""",movie,"Action, Adventure, Animation",1993,6.7,False,Action,1,0.0
"""Cohen vs. Rosi""",movie,"Adventure, Animation, Comedy",1996,7.0,False,Adventure,8,0.0
"""Alma mía""",movie,"Action, Adventure, Animation",1998,6.8,False,Action,1,0.0
"""Cops""",movie,"Animation, Comedy, Crime",1999,6.1,False,Animation,12,0.0
"""Dibu 3""",movie,"Animation, Comedy",2005,5.4,False,Animation,12,0.0
"""A Night with Sabrina Love""",movie,"Animation, Comedy, Horror",2006,6.0,False,Animation,12,0.0
"""You Shouldn't Be Here""",movie,Animation,2007,5.6,False,Animation,12,0.0
"""Un día en el paraíso""",movie,"Animation, Comedy",2009,5.8,False,Animation,12,0.0
"""30° couleur""",movie,"Comedy, Romance",2013,5.8,False,Comedy,23,0.0
"""Stolen""",movie,"Comedy, Family",1975,6.2,False,Comedy,23,0.0
"""Barfi!""",movie,Drama,1991,6.1,False,Drama,35,0.0
"""Rurouni Kenshin Part I: Origins""",movie,"Biography, Drama, Music",2012,7.4,False,Biography,16,0.0
"""The Chanting 2""",movie,"Action, Adventure, Drama",2012,6.5,False,Action,1,0.0
"""Feng Shui""",movie,Drama,2012,6.2,False,Drama,35,0.0
"""La compagna di banco""",movie,"Drama, History",1954,6.0,False,Drama,35,0.0
"""A Hijacking""",movie,"Drama, Romance, Thriller",2013,6.9,False,Drama,35,0.0
"""All That Matters Is Past""",movie,"Action, Crime, Drama",2012,5.7,False,Action,1,0.0
"""Break Out""",movie,"Action, Crime, Drama",1977,6.4,False,Action,1,0.0
"""Stories We Tell""",movie,Western,1968,6.2,False,Western,111,0.0
"""A Werewolf Boy""",movie,Comedy,1956,5.4,False,Comedy,23,0.0
"""When I Saw You""",movie,Drama,1989,6.4,False,Drama,35,0.0
"""Speckles: The Tarbosaurus""",movie,"Drama, War",1959,6.8,False,Drama,35,0.0
"""Michael McDonald - This Christmas (Live in Chicago)""",movie,"Biography, Documentary",2012,7.4,False,Biography,16,0.0
"""Crayon Shin-chan: Fierceness That Invites Storm! The Hero of Kinpoko""",movie,"Drama, War",1968,5.8,False,Drama,35,0.0
"""Crayon Shin-chan: Action Kamen vs. Demon""",movie,"Documentary, Music",2009,7.4,False,Documentary,34,0.0
"""Kureyon Shin-chan: Hendârando no daibôken""",movie,Documentary,1963,6.8,False,Documentary,34,0.0
"""Crayon Shin-chan: Blitzkrieg! Pig's Hoof's Secret Mission""",movie,Drama,2012,7.3,False,Drama,35,0.0
"""Crayon Shin-chan: Explosion! The Hot Spring's Feel Good Final Battle""",movie,Comedy,2012,5.7,False,Comedy,23,0.0
"""Crayon Shin-chan: The Legend Called Buri Buri 3 Minutes Charge""",movie,"Action, Comedy, Romance",2012,5.0,False,Action,1,0.0
"""Crayon Shin-chan: Densetsu wo yobu odore! Amîgo!""",movie,Comedy,1961,5.2,False,Comedy,23,0.0
"""Kureyon Shinchan: Arashi o Yobu: Utau Ketsudake Bakudan!""",movie,Comedy,2012,5.3,False,Comedy,23,0.0
"""Eiga Kureyon Shinchan: Otakebe! Kasukabe yasei-oukoku""",movie,"Drama, War",1940,6.0,False,Drama,35,0.0
"""The To Do List""",movie,"Comedy, Musical",1970,5.6,False,Comedy,23,0.0
"""Release the Prisoners to Spring""",movie,Family,2007,4.8,False,Family,37,0.0
"""Salmonberries""",movie,"Action, Adventure, Sci-Fi",2014,6.6,False,Action,1,0.0
"""Gonzaga: From Father to Son""",movie,"Action, Adventure, Sci-Fi",2015,6.6,False,Action,1,0.0
"""The Bullet Vanishes""",movie,Drama,2008,6.4,False,Drama,35,0.0
"""Welcome Aboard""",movie,Drama,2007,6.7,False,Drama,35,0.0
"""Karin Månsdotter""",movie,Comedy,2007,6.2,False,Comedy,23,0.0
"""Labor Day""",movie,"Action, Drama, Romance",2004,6.2,False,Action,1,0.0
"""Code Name: Geronimo""",movie,"Fantasy, Horror, Thriller",2013,6.2,False,Fantasy,40,0.0
"""Weapons of Death""",movie,"Animation, Comedy, Family",1997,3.9,False,Animation,12,0.0
"""Kill Them All and Come Back Alone""",movie,"Adventure, Animation, Comedy",2012,3.0,False,Adventure,8,0.0
"""Dry Rot""",movie,"Action, Crime, Drama",2001,5.5,False,Action,1,0.0
"""Boerenpsalm""",movie,"Action, Animation, Horror",2012,6.4,False,Action,1,0.0
"""Breakout""",movie,"Adventure, Comedy, Drama",1953,5.8,False,Adventure,8,0.0
"""Harry Dean Stanton: Partly Fiction""",movie,"Drama, History",2012,7.8,False,Drama,35,0.0
"""The Enemies""",movie,"Comedy, Drama, Romance",1992,5.4,False,Comedy,23,0.0
"""Fezeka's Voice""",movie,"Crime, Drama, Thriller",2012,5.6,False,Crime,29,0.0
"""Hitler - Never Heard of Him""",movie,"Comedy, Family",2012,4.3,False,Comedy,23,0.0
"""Nairobi Half Life""",movie,Drama,2011,7.1,False,Drama,35,0.0
"""A Month in Thailand""",movie,"Comedy, Drama, Romance",1996,6.5,False,Comedy,23,0.0
"""Overbooked""",movie,"Adventure, Comedy, Drama",2012,6.2,False,Adventure,8,0.0
"""Dentist on the Job""",movie,"Crime, Drama, Mystery",2012,6.5,False,Crime,29,0.0
"""Kath & Kimderella""",movie,"Comedy, Drama",2003,6.8,False,Comedy,23,0.0
"""Convoy""",movie,"Comedy, Musical, War",1938,6.4,False,Comedy,23,0.0
"""Those Sweet Creatures""",movie,"Drama, Horror, Thriller",2013,5.8,False,Drama,35,0.0
"""The Junior Olsen Gang and the Silver Mine Mystery""",movie,"Crime, Drama",1960,6.0,False,Crime,29,0.0
"""The Hunger Games: Mockingjay - Part 1""",movie,Drama,1974,8.3,False,Drama,35,0.0
"""The Hunger Games: Mockingjay - Part 2""",movie,Drama,1974,5.6,False,Drama,35,0.0
"""Pesantren: 3 Wishes 3 Loves""",movie,Drama,2012,6.2,False,Drama,35,0.0
"""My 11th Mother""",movie,"Comedy, Drama, Romance",2012,6.2,False,Comedy,23,0.0
"""Highway Star""",movie,"Action, Crime, Drama",2012,6.6,False,Action,1,0.0
"""Romance of Their Own""",movie,"Adventure, Animation, Comedy",1992,7.1,False,Adventure,8,0.0
"""Mama""",movie,Drama,2012,5.0,False,Drama,35,0.0
"""Dibu: The Movie""",movie,"Action, Adventure",1984,4.1,False,Action,1,0.0
"""Wings""",movie,"Drama, Romance",2012,6.4,False,Drama,35,0.0
"""One 2 Ka 4""",movie,"Biography, History",2011,6.7,False,Biography,16,0.0
"""Resident Evil: Damnation""",movie,Comedy,2012,7.0,False,Comedy,23,0.0
"""Innocents in Paris""",movie,"Animation, Family",2001,7.5,False,Animation,12,0.0
"""Masquerade""",movie,"Adventure, Animation, Comedy",1995,6.1,False,Adventure,8,0.0
"""Lover""",movie,"Biography, Drama",2012,7.4,False,Biography,16,0.0
"""The Hypnotist""",movie,"Action, Comedy, Crime",1990,6.2,False,Action,1,0.0
"""The Anderssons in Greece""",movie,"Comedy, Romance",1960,5.8,False,Comedy,23,0.0
"""Rat Fever""",movie,"Biography, Drama, Music",2012,6.6,False,Biography,16,0.0
"""Who's the Woman, Who's the Man""",movie,"Biography, Drama",2012,6.2,False,Biography,16,0.0
"""Project 577""",movie,"Comedy, Drama",1968,6.7,False,Comedy,23,0.0
"""The Neighbors""",movie,Drama,1963,6.7,False,Drama,35,0.0
"""Crying Ladies""",movie,Comedy,1975,6.2,False,Comedy,23,0.0
"""George Takes the Air""",movie,Comedy,1981,5.3,False,Comedy,23,0.0
"""Carrie""",movie,"Action, Adventure, Animation",2012,7.0,False,Action,1,0.0
"""Trapped by Fear""",movie,"Adventure, Drama, Thriller",2012,6.1,False,Adventure,8,0.0
"""Scenes from a Marriage""",movie,Drama,2012,5.8,False,Drama,35,0.0
"""Chance and Violence""",movie,"Adventure, Animation, Family",1988,6.9,False,Adventure,8,0.0
"""Liar Game: Reborn""",movie,"Comedy, Romance",2010,5.7,False,Comedy,23,0.0
"""2 + 2""",movie,"Action, Comedy, Thriller",2013,6.7,False,Action,1,0.0
"""A Company Man""",movie,"Action, Drama",2013,6.2,False,Action,1,0.0
"""Doraemon: Nobita and the Kingdom of Clouds""",movie,Drama,2012,6.8,False,Drama,35,0.0
"""Heroine""",movie,"Horror, Mystery, Sci-Fi",1963,6.4,False,Horror,50,0.0
"""Le Léopard""",movie,"Action, Crime, Drama",1973,6.2,False,Action,1,0.0
"""The Mistress""",movie,"Biography, Comedy, Drama",1998,6.7,False,Biography,16,0.0
"""Ruy, el caballero de la espada de madera""",movie,"Adventure, Animation, Comedy",2008,6.6,False,Adventure,8,0.0
"""King George VI: The Man Behind the King's Speech""",movie,Drama,2009,5.8,False,Drama,35,0.0
"""Kalakalappu""",movie,"Adventure, Animation, Comedy",2016,6.4,False,Adventure,8,0.0
"""Tootletubs & Jyro""",movie,"Crime, Drama, Horror",2014,5.6,False,Crime,29,0.0
"""Willy Fog en viaje al centro de la Tierra""",movie,"Drama, Romance",2003,7.0,False,Drama,35,0.0
"""Touch of the Light""",movie,Comedy,2011,6.9,False,Comedy,23,0.0
"""When Fortune Smiles""",movie,"Crime, Drama, Horror",1978,4.3,False,Crime,29,0.0
"""A French Mistress""",movie,"Action, Adventure, Animation",2014,7.7,False,Action,1,0.0
"""You Are God""",movie,"Action, Adventure, Sci-Fi",2014,7.9,False,Action,1,0.0
"""The Last Sentence""",movie,"Adventure, Animation, Comedy",2017,6.0,False,Adventure,8,0.0
"""The Girls""",movie,"Comedy, Romance",2012,4.4,False,Comedy,23,0.0
"""The Baby Carriage""",movie,"Action, Adventure, Animation",2011,7.9,False,Action,1,0.0
"""The Softening of the Egg""",movie,"Drama, Fantasy, Romance",2004,6.6,False,Drama,35,0.0
"""SOPOR""",movie,Drama,2012,5.7,False,Drama,35,0.0
"""Fairy Tail: The Phoenix Priestess""",movie,"Action, Comedy, Crime",2012,6.2,False,Action,1,0.0
"""Escape""",movie,Drama,2012,6.1,False,Drama,35,0.0
"""Jahr des Drachen""",movie,"Comedy, Drama, Romance",1967,6.4,False,Comedy,23,0.0
"""Doraemon: Nobita's Version of Saiyuki""",movie,"Drama, Thriller",2001,5.3,False,Drama,35,0.0
"""L'amour, c'est mieux à deux""",movie,"Biography, Drama, Musical",2012,6.6,False,Biography,16,0.0
"""2 Guns""",movie,"Comedy, Crime",1973,6.8,False,Comedy,23,0.0
"""Redemption""",movie,"Action, Adventure, Comedy",2014,6.1,False,Action,1,0.0
"""God's Neighbors""",movie,"Comedy, Drama, Music",2012,5.3,False,Comedy,23,0.0
"""Unearthly Stranger""",movie,"Drama, Mystery",2010,6.5,False,Drama,35,0.0
"""Counselor at Crime""",movie,Drama,2005,6.6,False,Drama,35,0.0
"""Lautrec""",movie,Comedy,2012,6.6,False,Comedy,23,0.0
"""Doraemon the Movie: Nobita and the Green Giant Legend""",movie,"Crime, Drama, Mystery",2012,6.9,False,Crime,29,0.0
"""Good Morning President""",movie,"Comedy, Drama, Sport",2012,7.5,False,Comedy,23,0.0
"""Trolls""",movie,"Comedy, Drama, Romance",2013,6.5,False,Comedy,23,0.0
"""No Good Deed""",movie,Drama,2012,6.6,False,Drama,35,0.0
"""Sleepless Nights""",movie,"Action, Adventure",2011,4.2,False,Action,1,0.0
"""Already Famous""",movie,Comedy,2012,5.7,False,Comedy,23,0.0
"""The Playbirds""",movie,"Comedy, Crime",2013,7.0,False,Comedy,23,0.0
"""The Lego Movie""",movie,"Action, Comedy, Crime",1990,5.8,False,Action,1,0.0
"""Edge of Tomorrow""",movie,"Comedy, Fantasy, Horror",2013,5.0,False,Comedy,23,0.0
"""Smurfs: The Lost Village""",movie,Comedy,1991,5.3,False,Comedy,23,0.0
"""Aiyyaa""",movie,Comedy,2012,5.3,False,Comedy,23,0.0
"""Doraemon: Nobita and the New Steel Troops: ~Winged Angels~""",movie,"Comedy, Family",2012,5.3,False,Comedy,23,0.0
"""My Mother, the Mermaid""",movie,Drama,2009,6.6,False,Drama,35,0.0
"""Silent Code""",movie,Drama,2012,7.2,False,Drama,35,0.0
"""Black & White Episode 1: The Dawn of Assault""",movie,Drama,2012,6.0,False,Drama,35,0.0
"""Women's Day""",movie,Crime,1983,6.7,False,Crime,29,0.0
"""The Departure""",movie,"Drama, Thriller",1994,5.8,False,Drama,35,0.0
"""Summertime""",movie,"Drama, Thriller",1973,4.1,False,Drama,35,0.0
"""Shirdi Sai""",movie,"Action, Crime, Mystery",2012,7.0,False,Action,1,0.0
"""A Full Day's Work""",movie,"Action, Adventure, Animation",2016,7.1,False,Action,1,0.0
"""The Expendables 3""",movie,"Crime, Drama, Thriller",2012,6.3,False,Crime,29,0.0
"""Student of the Year""",movie,"Action, Comedy, Drama",1937,5.8,False,Action,1,0.0
"""Into the White Night""",movie,"Action, Mystery, Thriller",1934,5.5,False,Action,1,0.0
"""Sisters""",movie,Drama,1983,6.5,False,Drama,35,0.0
"""Luv Shuv Tey Chicken Khurana""",movie,"Drama, Romance",2002,6.5,False,Drama,35,0.0
"""Perfect Number""",movie,"Comedy, Sci-Fi",2012,6.2,False,Comedy,23,0.0
"""De Marathon""",movie,"Action, Crime, Drama",2004,7.2,False,Action,1,0.0
"""Don Jon""",movie,"Adventure, Fantasy",2013,5.8,False,Adventure,8,0.0
"""Lilet Never Happened""",movie,"Action, Adventure, Fantasy",2017,6.0,False,Action,1,0.0
"""Zokkomon""",movie,"Drama, Sport",2009,6.7,False,Drama,35,0.0
"""Mutter muss weg""",movie,Drama,2010,7.0,False,Drama,35,0.0
"""We're the Millers""",movie,Comedy,2012,6.6,False,Comedy,23,0.0
"""Look Out, Officer!""",movie,"Biography, Documentary, Drama",1973,5.8,False,Biography,16,0.0
"""A Haunted House""",movie,Comedy,2012,6.2,False,Comedy,23,0.0
"""Slunce, seno, erotika""",movie,"Adventure, Animation, Family",1989,6.9,False,Adventure,8,0.0
"""Greedy Ghost""",movie,"Comedy, Horror, Musical",2012,3.1,False,Comedy,23,0.0
"""Nativity 2: Danger in the Manger!""",movie,Comedy,2012,6.2,False,Comedy,23,0.0
"""Mundane History""",movie,"Drama, Romance",2012,6.6,False,Drama,35,0.0
"""The Scapegoat""",movie,"Comedy, Romance",1968,5.1,False,Comedy,23,0.0
"""Bitch Hug""",movie,"Action, Western",1966,5.6,False,Action,1,0.0
"""Zaman""",movie,"Drama, Fantasy, Thriller",2012,7.3,False,Drama,35,0.0
"""Elles n'oublient jamais""",movie,"Action, Crime, Drama",1980,6.4,False,Action,1,0.0
"""The Punishment""",movie,"Comedy, Family, Musical",2012,5.1,False,Comedy,23,0.0
"""Confession of Murder""",movie,"Comedy, Drama",2003,4.5,False,Comedy,23,0.0
"""Kung Fu Panda 3""",movie,"Comedy, Musical, Romance",1966,5.6,False,Comedy,23,0.0
"""26 Years""",movie,"Action, Crime, Drama",2014,5.7,False,Action,1,0.0
"""Bulldog Drummond at Bay""",movie,Comedy,1984,4.4,False,Comedy,23,0.0
"""The Return of Bulldog Drummond""",movie,"Horror, Sci-Fi, Thriller",2013,6.3,False,Horror,50,0.0
"""Brussels by Night""",movie,"Adventure, Drama, Family",2003,4.8,False,Adventure,8,0.0
"""Jealousy Is My Middle Name""",movie,"Comedy, Drama",2003,6.1,False,Comedy,23,0.0
"""I Wake Up Yesterday""",movie,"Comedy, Crime",1972,5.7,False,Comedy,23,0.0
"""Tito""",movie,"Action, Comedy, Crime",1968,4.2,False,Action,1,0.0
"""Ragnarok""",movie,Drama,1955,7.5,False,Drama,35,0.0
"""Justice League""",movie,"Crime, Drama, Thriller",2016,6.3,False,Crime,29,0.0
"""Garuda di Dadaku""",movie,Comedy,2006,5.1,False,Comedy,23,0.0
"""Craft""",movie,"Action, Comedy, Crime",2013,6.6,False,Action,1,0.0
"""Moshe Kasher: Live in Oakland""",movie,"Crime, Drama, Mystery",2013,6.2,False,Crime,29,0.0
"""A Bigger Splash""",movie,"Crime, Drama, Mystery",2013,8.2,False,Crime,29,0.0
"""Viva l'Italia""",movie,"Crime, Mystery, Thriller",2013,5.6,False,Crime,29,0.0
"""Doraemon: Nobita and the Birth of Japan""",movie,"Comedy, Drama",2013,6.6,False,Comedy,23,0.0
"""Summertime""",movie,"Comedy, Crime",1991,4.7,False,Comedy,23,0.0
"""Todd Glass: Talks About Stuff""",movie,Comedy,1937,5.8,False,Comedy,23,0.0
"""Seven Something""",movie,"Drama, Romance",2003,6.0,False,Drama,35,0.0
"""Chimera""",movie,"Crime, Drama, Mystery",1951,6.6,False,Crime,29,0.0
"""Johnny Colt""",movie,"Comedy, Musical, Romance",2012,7.9,False,Comedy,23,0.0
"""Aftermath""",movie,Comedy,2012,6.8,False,Comedy,23,0.0
"""Dostana""",movie,"Comedy, Music, Romance",1956,6.0,False,Comedy,23,0.0
