User_ID,Subscription_ID,Country_code,Age,Gender,Device_ID,Device_Type,Subscription_Type,Country
514,1,es,35,Male,2,Tablet,Standard,Spain
515,0,it,44,Female,3,Laptop,Basic,Italy
516,2,es,42,Female,4,Smart TV,Premium,Spain
517,0,es,34,Female,4,Smart TV,Basic,Spain
518,1,us,37,Female,2,Tablet,Standard,United States
519,2,ca,43,Male,1,Smartphone,Premium,Canada
520,0,us,32,Male,4,Smart TV,Basic,United States
521,0,us,33,Female,4,Smart TV,Basic,United States
522,0,ca,32,Female,2,Tablet,Basic,Canada
523,1,gb,41,Male,1,Smartphone,Standard,United Kingdom
524,2,au,31,Male,2,Tablet,Premium,Australia
525,0,de,44,Male,2,Tablet,Basic,Germany
526,0,fr,49,Male,3,Laptop,Basic,France
527,2,br,48,Female,2,Tablet,Premium,Brazil
528,1,mx,42,Female,1,Smartphone,Standard,Mexico
529,1,es,50,Female,3,Laptop,Standard,Spain
530,0,it,49,Female,4,Smart TV,Basic,Italy
531,2,es,30,Female,3,Laptop,Premium,Spain
532,1,es,38,Male,3,Laptop,Standard,Spain
533,0,us,38,Male,1,Smartphone,Basic,United States
534,1,ca,39,Female,4,Smart TV,Standard,Canada
535,2,us,42,Female,3,Laptop,Premium,United States
536,0,us,28,Male,4,Smart TV,Basic,United States
537,2,ca,38,Male,1,Smartphone,Premium,Canada
538,1,gb,40,Female,2,Tablet,Standard,United Kingdom
539,0,au,30,Female,2,Tablet,Basic,Australia
540,1,de,40,Male,1,Smartphone,Standard,Germany
541,2,fr,31,Male,4,Smart TV,Premium,France
542,0,br,41,Male,1,Smartphone,Basic,Brazil
543,1,mx,37,Male,1,Smartphone,Standard,Mexico
544,2,es,49,Male,2,Tablet,Premium,Spain
545,0,it,29,Male,4,Smart TV,Basic,Italy
546,2,es,31,Male,4,Smart TV,Premium,Spain
547,0,es,39,Male,2,Tablet,Basic,Spain
548,1,us,51,Female,1,Smartphone,Standard,United States
549,1,ca,38,Female,1,Smartphone,Standard,Canada
550,0,us,29,Female,2,Tablet,Basic,United States
551,2,us,41,Female,3,Laptop,Premium,United States
552,0,ca,48,Female,2,Tablet,Basic,Canada
553,1,gb,39,Male,4,Smart TV,Standard,United Kingdom
554,2,au,37,Male,1,Smartphone,Premium,Australia
555,0,de,37,Female,1,Smartphone,Basic,Germany
556,2,fr,34,Male,1,Smartphone,Premium,France
557,0,br,37,Male,1,Smartphone,Basic,Brazil
558,1,mx,37,Female,4,Smart TV,Standard,Mexico
559,1,es,51,Female,2,Tablet,Standard,Spain
560,0,it,45,Male,3,Laptop,Basic,Italy
561,2,es,29,Female,3,Laptop,Premium,Spain
562,0,es,37,Male,3,Laptop,Basic,Spain
563,1,us,34,Male,2,Tablet,Standard,United States
564,2,ca,35,Male,1,Smartphone,Premium,Canada
565,0,us,29,Male,3,Laptop,Basic,United States
566,2,us,45,Male,2,Tablet,Premium,United States
567,0,ca,36,Male,4,Smart TV,Basic,Canada
568,1,gb,27,Female,3,Laptop,Standard,United Kingdom
569,1,au,31,Female,3,Laptop,Standard,Australia
570,0,de,41,Female,3,Laptop,Basic,Germany
571,2,fr,37,Male,4,Smart TV,Premium,France
572,0,br,49,Female,2,Tablet,Basic,Brazil
573,1,mx,37,Female,4,Smart TV,Standard,Mexico
574,2,es,36,Female,1,Smartphone,Premium,Spain
575,0,it,38,Female,4,Smart TV,Basic,Italy
576,2,es,49,Female,2,Tablet,Premium,Spain
577,0,es,31,Male,3,Laptop,Basic,Spain
578,1,us,29,Female,3,Laptop,Standard,United States
579,1,ca,35,Female,2,Tablet,Standard,Canada
580,0,us,46,Female,2,Tablet,Basic,United States
581,2,us,29,Female,3,Laptop,Premium,United States
582,0,ca,43,Female,3,Laptop,Basic,Canada
583,1,gb,38,Female,2,Tablet,Standard,United Kingdom
584,2,au,48,Female,4,Smart TV,Premium,Australia
585,0,de,41,Male,3,Laptop,Basic,Germany
586,2,fr,51,Female,3,Laptop,Premium,France
587,0,br,39,Male,4,Smart TV,Basic,Brazil
588,1,mx,31,Male,1,Smartphone,Standard,Mexico
589,1,es,28,Male,3,Laptop,Standard,Spain
590,0,it,47,Male,3,Laptop,Basic,Italy
591,2,es,35,Female,4,Smart TV,Premium,Spain
592,0,es,33,Male,1,Smartphone,Basic,Spain
593,1,us,41,Male,1,Smartphone,Standard,United States
594,2,ca,38,Female,4,Smart TV,Premium,Canada
595,0,us,49,Male,3,Laptop,Basic,United States
596,0,us,29,Female,4,Smart TV,Basic,United States
597,0,ca,50,Male,3,Laptop,Basic,Canada
598,1,gb,29,Female,2,Tablet,Standard,United Kingdom
599,2,au,44,Male,4,Smart TV,Premium,Australia
600,0,de,36,Female,4,Smart TV,Basic,Germany
601,0,fr,46,Female,4,Smart TV,Basic,France
602,2,br,30,Male,1,Smartphone,Premium,Brazil
603,1,mx,46,Female,2,Tablet,Standard,Mexico
604,1,es,33,Male,1,Smartphone,Standard,Spain
605,0,it,46,Female,2,Tablet,Basic,Italy
606,2,es,50,Male,2,Tablet,Premium,Spain
607,1,es,27,Female,4,Smart TV,Standard,Spain
608,0,us,48,Female,4,Smart TV,Basic,United States
609,1,ca,50,Female,1,Smartphone,Standard,Canada
610,2,us,28,Female,2,Tablet,Premium,United States
611,0,us,29,Female,1,Smartphone,Basic,United States
612,2,ca,36,Male,4,Smart TV,Premium,Canada
613,1,gb,51,Male,3,Laptop,Standard,United Kingdom
614,0,au,51,Male,1,Smartphone,Basic,Australia
615,1,de,43,Male,4,Smart TV,Standard,Germany
616,2,fr,38,Female,3,Laptop,Premium,France
617,0,br,45,Female,1,Smartphone,Basic,Brazil
618,1,mx,28,Female,4,Smart TV,Standard,Mexico
619,2,es,27,Male,1,Smartphone,Premium,Spain
620,0,it,41,Female,1,Smartphone,Basic,Italy
621,2,es,49,Male,4,Smart TV,Premium,Spain
622,0,es,35,Male,1,Smartphone,Basic,Spain
623,1,us,29,Female,4,Smart TV,Standard,United States
624,1,ca,42,Male,1,Smartphone,Standard,Canada
625,0,us,33,Male,2,Tablet,Basic,United States
626,2,us,30,Male,3,Laptop,Premium,United States
627,0,ca,43,Female,4,Smart TV,Basic,Canada
628,1,gb,42,Male,1,Smartphone,Standard,United Kingdom
629,2,au,39,Male,2,Tablet,Premium,Australia
630,0,de,32,Female,4,Smart TV,Basic,Germany
631,2,fr,31,Male,1,Smartphone,Premium,France
632,0,br,39,Male,1,Smartphone,Basic,Brazil
633,1,mx,41,Female,1,Smartphone,Standard,Mexico
634,1,es,51,Female,4,Smart TV,Standard,Spain
635,0,it,29,Male,3,Laptop,Basic,Italy
636,2,es,33,Female,4,Smart TV,Premium,Spain
637,0,es,51,Female,2,Tablet,Basic,Spain
638,1,us,38,Male,2,Tablet,Standard,United States
639,2,ca,37,Female,3,Laptop,Premium,Canada
640,0,us,50,Female,3,Laptop,Basic,United States
641,2,us,33,Male,2,Tablet,Premium,United States
642,0,ca,27,Male,3,Laptop,Basic,Canada
643,1,gb,50,Female,1,Smartphone,Standard,United Kingdom
644,1,au,47,Female,3,Laptop,Standard,Australia
645,0,de,41,Male,3,Laptop,Basic,Germany
646,2,fr,49,Female,3,Laptop,Premium,France
647,0,br,32,Male,4,Smart TV,Basic,Brazil
648,1,mx,38,Female,1,Smartphone,Standard,Mexico
649,2,es,38,Female,1,Smartphone,Premium,Spain
650,0,it,28,Female,4,Smart TV,Basic,Italy
651,2,es,31,Male,2,Tablet,Premium,Spain
652,0,es,39,Female,1,Smartphone,Basic,Spain
653,1,us,28,Female,1,Smartphone,Standard,United States
654,1,ca,30,Female,1,Smartphone,Standard,Canada
655,0,us,42,Male,2,Tablet,Basic,United States
656,2,us,33,Female,3,Laptop,Premium,United States
657,0,ca,34,Female,4,Smart TV,Basic,Canada
658,1,gb,49,Female,4,Smart TV,Standard,United Kingdom
659,2,au,41,Male,3,Laptop,Premium,Australia
660,0,de,28,Male,4,Smart TV,Basic,Germany
661,2,fr,49,Female,3,Laptop,Premium,France
662,0,br,49,Male,2,Tablet,Basic,Brazil
663,1,mx,36,Male,2,Tablet,Standard,Mexico
664,1,es,31,Male,4,Smart TV,Standard,Spain
665,0,it,38,Male,1,Smartphone,Basic,Italy
666,2,es,34,Female,2,Tablet,Premium,Spain
667,0,es,51,Female,1,Smartphone,Basic,Spain
668,1,us,49,Male,4,Smart TV,Standard,United States
669,2,ca,27,Female,2,Tablet,Premium,Canada
670,0,us,38,Male,4,Smart TV,Basic,United States
671,0,us,51,Male,2,Tablet,Basic,United States
672,0,ca,47,Female,2,Tablet,Basic,Canada
673,1,gb,37,Male,1,Smartphone,Standard,United Kingdom
674,2,au,37,Female,3,Laptop,Premium,Australia
675,0,de,39,Female,2,Tablet,Basic,Germany
676,0,fr,31,Male,1,Smartphone,Basic,France
677,2,br,36,Male,4,Smart TV,Premium,Brazil
678,1,mx,42,Female,4,Smart TV,Standard,Mexico
679,1,es,49,Male,3,Laptop,Standard,Spain
680,0,it,44,Female,3,Laptop,Basic,Italy
681,2,es,33,Male,3,Laptop,Premium,Spain
682,1,es,42,Male,2,Tablet,Standard,Spain
683,0,us,39,Male,1,Smartphone,Basic,United States
684,1,ca,49,Male,1,Smartphone,Standard,Canada
685,2,us,31,Male,1,Smartphone,Premium,United States
686,0,us,37,Male,2,Tablet,Basic,United States
687,2,ca,30,Female,2,Tablet,Premium,Canada
688,1,gb,42,Male,1,Smartphone,Standard,United Kingdom
689,0,au,37,Female,4,Smart TV,Basic,Australia
690,1,de,36,Male,3,Laptop,Standard,Germany
691,2,fr,28,Female,3,Laptop,Premium,France
692,0,br,36,Male,2,Tablet,Basic,Brazil
693,1,mx,31,Female,2,Tablet,Standard,Mexico
694,2,es,46,Male,4,Smart TV,Premium,Spain
695,0,it,28,Male,3,Laptop,Basic,Italy
696,2,es,31,Male,2,Tablet,Premium,Spain
697,0,es,43,Male,4,Smart TV,Basic,Spain
698,1,us,28,Male,3,Laptop,Standard,United States
699,1,ca,32,Female,1,Smartphone,Standard,Canada
700,0,us,31,Female,3,Laptop,Basic,United States
701,2,us,45,Male,4,Smart TV,Premium,United States
702,0,ca,36,Male,1,Smartphone,Basic,Canada
703,1,gb,35,Male,3,Laptop,Standard,United Kingdom
704,2,au,27,Female,2,Tablet,Premium,Australia
705,0,de,32,Male,3,Laptop,Basic,Germany
706,2,fr,46,Female,1,Smartphone,Premium,France
707,0,br,36,Male,4,Smart TV,Basic,Brazil
708,1,mx,39,Male,3,Laptop,Standard,Mexico
709,1,es,48,Female,4,Smart TV,Standard,Spain
710,0,it,48,Female,4,Smart TV,Basic,Italy
711,2,es,27,Female,3,Laptop,Premium,Spain
712,0,es,45,Male,2,Tablet,Basic,Spain
713,1,us,30,Male,3,Laptop,Standard,United States
714,2,ca,29,Male,2,Tablet,Premium,Canada
715,0,us,43,Female,3,Laptop,Basic,United States
716,2,us,43,Male,3,Laptop,Premium,United States
717,0,ca,39,Female,2,Tablet,Basic,Canada
718,1,gb,27,Male,2,Tablet,Standard,United Kingdom
719,1,au,33,Female,2,Tablet,Standard,Australia
720,0,de,32,Female,2,Tablet,Basic,Germany
721,2,fr,37,Female,2,Tablet,Premium,France
722,0,br,45,Male,1,Smartphone,Basic,Brazil
723,1,mx,40,Female,1,Smartphone,Standard,Mexico
724,2,es,44,Male,3,Laptop,Premium,Spain
725,0,it,29,Female,2,Tablet,Basic,Italy
726,2,es,50,Male,3,Laptop,Premium,Spain
727,0,es,32,Female,3,Laptop,Basic,Spain
728,1,us,39,Male,3,Laptop,Standard,United States
729,1,ca,43,Female,1,Smartphone,Standard,Canada
730,0,us,49,Female,1,Smartphone,Basic,United States
731,2,us,30,Male,2,Tablet,Premium,United States
732,0,ca,47,Male,2,Tablet,Basic,Canada
733,1,gb,51,Female,3,Laptop,Standard,United Kingdom
734,2,au,40,Male,2,Tablet,Premium,Australia
735,0,de,40,Male,3,Laptop,Basic,Germany
736,2,fr,49,Male,1,Smartphone,Premium,France
737,0,br,43,Female,2,Tablet,Basic,Brazil
738,1,mx,44,Female,1,Smartphone,Standard,Mexico
739,1,es,27,Male,1,Smartphone,Standard,Spain
740,0,it,30,Male,2,Tablet,Basic,Italy
741,2,es,47,Male,4,Smart TV,Premium,Spain
742,0,es,51,Male,1,Smartphone,Basic,Spain
743,1,us,31,Female,3,Laptop,Standard,United States
744,2,ca,34,Female,2,Tablet,Premium,Canada
745,0,us,28,Female,3,Laptop,Basic,United States
746,0,us,32,Male,1,Smartphone,Basic,United States
747,0,ca,41,Male,4,Smart TV,Basic,Canada
748,1,gb,40,Male,4,Smart TV,Standard,United Kingdom
749,2,au,46,Male,4,Smart TV,Premium,Australia
750,0,de,47,Male,4,Smart TV,Basic,Germany
751,0,fr,45,Female,3,Laptop,Basic,France
752,2,br,28,Female,1,Smartphone,Premium,Brazil
753,1,mx,43,Female,1,Smartphone,Standard,Mexico
754,1,es,41,Male,3,Laptop,Standard,Spain
755,0,it,32,Male,2,Tablet,Basic,Italy
756,2,es,44,Female,1,Smartphone,Premium,Spain
757,1,es,32,Male,3,Laptop,Standard,Spain
758,0,us,47,Male,3,Laptop,Basic,United States
759,1,ca,37,Male,4,Smart TV,Standard,Canada
760,2,us,40,Female,1,Smartphone,Premium,United States
761,0,us,48,Female,4,Smart TV,Basic,United States
762,2,ca,48,Male,3,Laptop,Premium,Canada
763,1,gb,35,Male,3,Laptop,Standard,United Kingdom
764,0,au,28,Male,4,Smart TV,Basic,Australia
765,1,de,35,Female,4,Smart TV,Standard,Germany
766,2,fr,43,Male,1,Smartphone,Premium,France
767,0,br,39,Male,3,Laptop,Basic,Brazil
768,1,mx,38,Female,3,Laptop,Standard,Mexico
769,2,es,36,Female,4,Smart TV,Premium,Spain
770,0,it,42,Female,3,Laptop,Basic,Italy
771,2,es,27,Male,2,Tablet,Premium,Spain
772,0,es,48,Male,3,Laptop,Basic,Spain
773,1,us,27,Female,4,Smart TV,Standard,United States
774,1,ca,49,Male,1,Smartphone,Standard,Canada
775,0,us,29,Male,2,Tablet,Basic,United States
776,2,us,44,Male,3,Laptop,Premium,United States
777,0,ca,31,Male,1,Smartphone,Basic,Canada
778,1,gb,33,Male,2,Tablet,Standard,United Kingdom
779,2,au,36,Female,4,Smart TV,Premium,Australia
780,0,de,43,Female,3,Laptop,Basic,Germany
781,2,fr,30,Female,1,Smartphone,Premium,France
782,0,br,44,Female,3,Laptop,Basic,Brazil
783,1,mx,37,Female,3,Laptop,Standard,Mexico
784,1,es,27,Male,3,Laptop,Standard,Spain
785,0,it,35,Female,3,Laptop,Basic,Italy
786,2,es,32,Male,4,Smart TV,Premium,Spain
787,0,es,49,Female,3,Laptop,Basic,Spain
788,1,us,45,Female,2,Tablet,Standard,United States
789,2,ca,33,Female,1,Smartphone,Premium,Canada
790,0,us,37,Female,1,Smartphone,Basic,United States
791,2,us,29,Male,1,Smartphone,Premium,United States
792,0,ca,45,Male,4,Smart TV,Basic,Canada
793,1,gb,42,Female,1,Smartphone,Standard,United Kingdom
794,1,au,32,Female,4,Smart TV,Standard,Australia
795,0,de,47,Male,1,Smartphone,Basic,Germany
796,2,fr,27,Male,4,Smart TV,Premium,France
797,0,br,35,Male,2,Tablet,Basic,Brazil
798,1,mx,35,Male,3,Laptop,Standard,Mexico
799,2,es,48,Male,2,Tablet,Premium,Spain
800,0,it,36,Male,1,Smartphone,Basic,Italy
801,2,es,46,Male,1,Smartphone,Premium,Spain
802,0,es,33,Female,1,Smartphone,Basic,Spain
803,1,us,43,Male,4,Smart TV,Standard,United States
804,1,ca,47,Female,1,Smartphone,Standard,Canada
805,0,us,39,Female,3,Laptop,Basic,United States
806,2,us,30,Female,3,Laptop,Premium,United States
807,0,ca,46,Male,2,Tablet,Basic,Canada
808,1,gb,39,Male,4,Smart TV,Standard,United Kingdom
809,2,au,28,Male,1,Smartphone,Premium,Australia
810,0,de,38,Male,1,Smartphone,Basic,Germany
811,2,fr,36,Male,3,Laptop,Premium,France
812,0,br,33,Male,3,Laptop,Basic,Brazil
813,1,mx,50,Male,1,Smartphone,Standard,Mexico
814,1,es,38,Male,1,Smartphone,Standard,Spain
815,0,it,29,Male,1,Smartphone,Basic,Italy
816,2,es,47,Female,4,Smart TV,Premium,Spain
817,0,es,31,Female,2,Tablet,Basic,Spain
818,1,us,40,Male,2,Tablet,Standard,United States
819,2,ca,50,Male,3,Laptop,Premium,Canada
820,0,us,43,Female,2,Tablet,Basic,United States
821,0,us,35,Female,3,Laptop,Basic,United States
822,0,ca,36,Male,3,Laptop,Basic,Canada
823,1,gb,30,Male,1,Smartphone,Standard,United Kingdom
824,2,au,47,Female,1,Smartphone,Premium,Australia
825,0,de,30,Female,3,Laptop,Basic,Germany
826,0,fr,37,Male,4,Smart TV,Basic,France
827,2,br,34,Male,1,Smartphone,Premium,Brazil
828,1,mx,33,Female,4,Smart TV,Standard,Mexico
829,1,es,31,Male,2,Tablet,Standard,Spain
830,0,it,30,Female,1,Smartphone,Basic,Italy
831,2,es,35,Male,1,Smartphone,Premium,Spain
832,1,es,40,Female,2,Tablet,Standard,Spain
833,0,us,29,Male,1,Smartphone,Basic,United States
834,1,ca,34,Female,4,Smart TV,Standard,Canada
835,2,us,31,Male,3,Laptop,Premium,United States
836,0,us,28,Male,3,Laptop,Basic,United States
837,2,ca,46,Female,4,Smart TV,Premium,Canada
838,1,gb,38,Male,1,Smartphone,Standard,United Kingdom
839,0,au,35,Female,3,Laptop,Basic,Australia
840,1,de,49,Male,1,Smartphone,Standard,Germany
841,2,fr,42,Male,1,Smartphone,Premium,France
842,0,br,37,Female,3,Laptop,Basic,Brazil
843,1,mx,39,Female,1,Smartphone,Standard,Mexico
844,2,es,47,Female,4,Smart TV,Premium,Spain
845,0,it,49,Male,1,Smartphone,Basic,Italy
846,2,es,35,Male,3,Laptop,Premium,Spain
847,0,es,36,Female,4,Smart TV,Basic,Spain
848,1,us,40,Male,2,Tablet,Standard,United States
849,1,ca,30,Female,4,Smart TV,Standard,Canada
850,0,us,51,Female,4,Smart TV,Basic,United States
851,2,us,47,Male,3,Laptop,Premium,United States
852,0,ca,47,Female,3,Laptop,Basic,Canada
853,1,gb,39,Male,2,Tablet,Standard,United Kingdom
854,2,au,49,Male,4,Smart TV,Premium,Australia
855,0,de,33,Male,3,Laptop,Basic,Germany
856,2,fr,32,Female,4,Smart TV,Premium,France
857,0,br,40,Male,1,Smartphone,Basic,Brazil
858,1,mx,40,Female,3,Laptop,Standard,Mexico
859,1,es,51,Female,2,Tablet,Standard,Spain
860,0,it,50,Male,4,Smart TV,Basic,Italy
861,2,es,50,Female,4,Smart TV,Premium,Spain
862,0,es,47,Male,1,Smartphone,Basic,Spain
863,1,us,35,Male,3,Laptop,Standard,United States
864,2,ca,31,Male,2,Tablet,Premium,Canada
865,0,us,36,Male,1,Smartphone,Basic,United States
866,2,us,41,Female,4,Smart TV,Premium,United States
867,0,ca,49,Female,2,Tablet,Basic,Canada
868,1,gb,34,Female,2,Tablet,Standard,United Kingdom
869,1,au,30,Female,2,Tablet,Standard,Australia
870,0,de,38,Male,3,Laptop,Basic,Germany
871,2,fr,45,Male,2,Tablet,Premium,France
872,0,br,42,Female,3,Laptop,Basic,Brazil
873,1,mx,42,Female,4,Smart TV,Standard,Mexico
874,2,es,31,Male,4,Smart TV,Premium,Spain
875,0,it,28,Male,4,Smart TV,Basic,Italy
876,2,es,44,Male,2,Tablet,Premium,Spain
877,0,es,30,Male,4,Smart TV,Basic,Spain
878,1,us,33,Male,1,Smartphone,Standard,United States
879,1,ca,42,Female,2,Tablet,Standard,Canada
880,0,us,31,Male,4,Smart TV,Basic,United States
881,2,us,31,Female,1,Smartphone,Premium,United States
882,0,ca,46,Female,4,Smart TV,Basic,Canada
883,1,gb,28,Female,2,Tablet,Standard,United Kingdom
884,2,au,50,Male,2,Tablet,Premium,Australia
885,0,de,34,Male,2,Tablet,Basic,Germany
886,2,fr,45,Female,4,Smart TV,Premium,France
887,0,br,38,Female,3,Laptop,Basic,Brazil
888,1,mx,42,Female,3,Laptop,Standard,Mexico
889,1,es,45,Female,1,Smartphone,Standard,Spain
890,0,it,44,Male,4,Smart TV,Basic,Italy
891,2,es,50,Female,4,Smart TV,Premium,Spain
892,0,es,38,Male,2,Tablet,Basic,Spain
893,1,us,42,Female,4,Smart TV,Standard,United States
894,2,ca,50,Male,4,Smart TV,Premium,Canada
895,0,us,30,Male,1,Smartphone,Basic,United States
896,0,us,47,Female,1,Smartphone,Basic,United States
897,0,ca,32,Female,3,Laptop,Basic,Canada
898,1,gb,31,Female,2,Tablet,Standard,United Kingdom
899,2,au,37,Male,3,Laptop,Premium,Australia
900,0,de,32,Female,1,Smartphone,Basic,Germany
901,0,fr,29,Male,1,Smartphone,Basic,France
902,2,br,28,Male,2,Tablet,Premium,Brazil
903,1,mx,42,Male,3,Laptop,Standard,Mexico
904,1,es,37,Male,2,Tablet,Standard,Spain
905,0,it,38,Female,3,Laptop,Basic,Italy
906,2,es,32,Male,4,Smart TV,Premium,Spain
907,1,es,48,Male,3,Laptop,Standard,Spain
908,0,us,46,Female,4,Smart TV,Basic,United States
909,1,ca,30,Male,2,Tablet,Standard,Canada
910,2,us,40,Female,4,Smart TV,Premium,United States
911,0,us,29,Male,4,Smart TV,Basic,United States
912,2,ca,41,Male,2,Tablet,Premium,Canada
913,1,gb,32,Male,3,Laptop,Standard,United Kingdom
914,0,au,44,Female,4,Smart TV,Basic,Australia
915,1,de,41,Male,3,Laptop,Standard,Germany
916,2,fr,50,Female,1,Smartphone,Premium,France
917,0,br,33,Female,2,Tablet,Basic,Brazil
918,1,mx,34,Female,4,Smart TV,Standard,Mexico
919,2,es,40,Male,1,Smartphone,Premium,Spain
920,0,it,34,Female,2,Tablet,Basic,Italy
921,2,es,27,Female,4,Smart TV,Premium,Spain
922,0,es,34,Male,2,Tablet,Basic,Spain
923,1,us,28,Male,2,Tablet,Standard,United States
924,1,ca,37,Female,4,Smart TV,Standard,Canada
925,0,us,27,Female,3,Laptop,Basic,United States
926,2,us,33,Female,3,Laptop,Premium,United States
927,0,ca,42,Male,3,Laptop,Basic,Canada
928,1,gb,49,Male,1,Smartphone,Standard,United Kingdom
929,2,au,44,Male,4,Smart TV,Premium,Australia
930,0,de,47,Male,3,Laptop,Basic,Germany
931,2,fr,33,Male,3,Laptop,Premium,France
932,0,br,37,Male,4,Smart TV,Basic,Brazil
933,1,mx,35,Male,3,Laptop,Standard,Mexico
934,1,es,34,Female,1,Smartphone,Standard,Spain
935,0,it,44,Male,1,Smartphone,Basic,Italy
936,2,es,29,Male,2,Tablet,Premium,Spain
937,0,es,38,Male,1,Smartphone,Basic,Spain
938,1,us,46,Male,4,Smart TV,Standard,United States
939,2,ca,29,Male,2,Tablet,Premium,Canada
940,0,us,48,Female,4,Smart TV,Basic,United States
941,2,us,36,Male,4,Smart TV,Premium,United States
942,0,ca,43,Male,3,Laptop,Basic,Canada
943,1,gb,42,Female,4,Smart TV,Standard,United Kingdom
944,1,au,50,Male,2,Tablet,Standard,Australia
945,0,de,39,Male,3,Laptop,Basic,Germany
946,2,fr,43,Female,3,Laptop,Premium,France
947,0,br,50,Female,2,Tablet,Basic,Brazil
948,1,mx,51,Male,3,Laptop,Standard,Mexico
949,2,es,40,Male,2,Tablet,Premium,Spain
950,0,it,31,Male,2,Tablet,Basic,Italy
951,2,es,39,Female,1,Smartphone,Premium,Spain
952,0,es,49,Female,2,Tablet,Basic,Spain
953,1,us,34,Female,3,Laptop,Standard,United States
954,1,ca,38,Male,1,Smartphone,Standard,Canada
955,0,us,36,Female,3,Laptop,Basic,United States
956,2,us,42,Female,4,Smart TV,Premium,United States
957,0,ca,50,Male,2,Tablet,Basic,Canada
958,1,gb,42,Female,3,Laptop,Standard,United Kingdom
959,2,au,35,Female,3,Laptop,Premium,Australia
960,0,de,46,Female,2,Tablet,Basic,Germany
961,2,fr,48,Male,3,Laptop,Premium,France
962,0,br,43,Female,3,Laptop,Basic,Brazil
963,1,mx,51,Female,2,Tablet,Standard,Mexico
964,1,es,45,Male,4,Smart TV,Standard,Spain
965,0,it,46,Male,3,Laptop,Basic,Italy
966,2,es,42,Female,3,Laptop,Premium,Spain
967,0,es,42,Female,1,Smartphone,Basic,Spain
968,1,us,50,Male,2,Tablet,Standard,United States
969,2,ca,28,Male,4,Smart TV,Premium,Canada
970,0,us,44,Female,2,Tablet,Basic,United States
971,0,us,36,Male,2,Tablet,Basic,United States
972,0,ca,37,Female,3,Laptop,Basic,Canada
973,1,gb,36,Male,1,Smartphone,Standard,United Kingdom
974,2,au,31,Male,1,Smartphone,Premium,Australia
975,0,de,36,Female,4,Smart TV,Basic,Germany
976,0,fr,39,Female,3,Laptop,Basic,France
977,2,br,45,Female,3,Laptop,Premium,Brazil
978,1,mx,29,Male,4,Smart TV,Standard,Mexico
979,1,es,45,Male,1,Smartphone,Standard,Spain
980,0,it,29,Male,4,Smart TV,Basic,Italy
981,2,es,28,Female,4,Smart TV,Premium,Spain
982,1,es,42,Female,4,Smart TV,Standard,Spain
983,0,us,36,Female,1,Smartphone,Basic,United States
984,1,ca,39,Male,4,Smart TV,Standard,Canada
985,2,us,36,Male,4,Smart TV,Premium,United States
986,0,us,49,Male,3,Laptop,Basic,United States
987,2,ca,32,Female,2,Tablet,Premium,Canada
988,1,gb,40,Female,1,Smartphone,Standard,United Kingdom
989,0,au,34,Male,1,Smartphone,Basic,Australia
990,1,de,35,Male,1,Smartphone,Standard,Germany
991,2,fr,44,Female,4,Smart TV,Premium,France
992,0,br,47,Female,1,Smartphone,Basic,Brazil
993,1,mx,33,Female,3,Laptop,Standard,Mexico
994,2,es,45,Male,2,Tablet,Premium,Spain
995,0,it,42,Female,2,Tablet,Basic,Italy
996,2,es,46,Male,2,Tablet,Premium,Spain
997,0,es,51,Male,2,Tablet,Basic,Spain
998,1,us,41,Female,3,Laptop,Standard,United States
999,1,ca,50,Female,2,Tablet,Standard,Canada
1000,0,us,49,Female,1,Smartphone,Basic,United States
1001,2,us,34,Female,3,Laptop,Premium,United States
1002,0,ca,38,Female,2,Tablet,Basic,Canada
1003,1,gb,46,Male,4,Smart TV,Standard,United Kingdom
1004,2,au,42,Male,4,Smart TV,Premium,Australia
1005,0,de,46,Male,3,Laptop,Basic,Germany
1006,2,fr,51,Female,4,Smart TV,Premium,France
1007,0,br,35,Male,4,Smart TV,Basic,Brazil
1008,1,mx,34,Female,1,Smartphone,Standard,Mexico
1009,1,es,31,Female,3,Laptop,Standard,Spain
1010,0,it,36,Female,2,Tablet,Basic,Italy
1011,2,es,28,Male,4,Smart TV,Premium,Spain
1012,0,es,29,Female,1,Smartphone,Basic,Spain
1013,1,us,42,Female,4,Smart TV,Standard,United States
1014,2,ca,35,Female,1,Smartphone,Premium,Canada
1015,0,us,32,Female,3,Laptop,Basic,United States
1016,2,us,43,Female,2,Tablet,Premium,United States
1017,0,ca,29,Male,1,Smartphone,Basic,Canada
1018,1,gb,35,Female,2,Tablet,Standard,United Kingdom
1019,1,au,27,Female,2,Tablet,Standard,Australia
1020,0,de,38,Male,2,Tablet,Basic,Germany
1021,2,fr,33,Male,4,Smart TV,Premium,France
1022,0,br,48,Male,3,Laptop,Basic,Brazil
1023,1,mx,51,Female,3,Laptop,Standard,Mexico
1024,2,es,40,Female,1,Smartphone,Premium,Spain
1025,0,it,28,Male,1,Smartphone,Basic,Italy
1026,2,es,46,Female,3,Laptop,Premium,Spain
1027,0,es,28,Female,2,Tablet,Basic,Spain
1028,1,us,47,Male,2,Tablet,Standard,United States
1029,1,ca,47,Male,1,Smartphone,Standard,Canada
1030,0,us,50,Male,1,Smartphone,Basic,United States
1031,2,us,50,Female,4,Smart TV,Premium,United States
